,position,city,specific_position,company_name,company_size,company_type,salary,education,ability,experience
16,数据分析,上海·静安·北站,"Intern, Business Development (Wholesale) ID162554", ,10000人以上,外商独资,180-192/天,本科, ,无经验
17,数据分析,上海·普陀·长寿路, , ,1000-9999人,民营,7千-1.4万,大专, ,经验不限
18,数据分析,上海·静安·南京西路,销售顾问＋数据分析+资产管理专家,上海链家地产,10000人以上,民营,1.3万-1.8万,本科, ,经验不限
19,数据分析,上海·静安·共和新路,销售助理,上海德翼国际贸易有限公司,20-99人,民营,6千-8千,大专, ,1-3年
20,数据分析,上海·静安·南京西路, ,讯升(上海)人力资源有限公司成都分公司,100-299人,外商独资,1.8万-3.5万·14薪,学历不限, ,经验不限
21,数据分析,上海·浦东·张江,人力资源专员/人事专员/招聘专员,美国Selleck生物科技有限公司,500-999人,合资,6千-8千·13薪,学历不限, ,经验不限
22,数据分析,上海·闵行·浦江,软件实习生(J10393),上海恒为云驰信息技术有限公司武汉分公司,100-299人,民营,170-200/天,本科, ,无经验
23,数据分析,上海·静安·彭浦,产品部美缝组实习岗,德高（广州）建材有限公司,1000-9999人,外商独资,150-190/天,本科, ,无经验
24,数据分析,上海·徐汇·虹梅路,比邻商务区，人气足+不动产综合销售，数据分析+五险一金,上海链家地产,10000人以上,民营,8千-1.6万,本科, ,经验不限
25,数据分析,上海·虹口·北外滩,理赔服务部数据分析岗,中国人寿财产保险股份有限公司上海市分公司,500-999人,国企,8千-1.5万,本科, ,1-3年
26,数据分析,上海·宝山·高境,excel制作（线上兼职）-上海,北京乐闲信息技术有限公司,20人以下,民营,50-100元/时,大专, ,经验不限
27,数据分析,上海·金杨新村,底薪8000起 提成高 晋升机会多 世界500强企业,上海链家地产,10000人以上,民营,1万-1.5万,本科, ,经验不限
28,数据分析,上海·静安·天目西路,运营专员+提供食宿,上海新凌通信科技有限公司,100-299人,民营,6千-7千,大专, ,1-3年
29,数据分析,上海·浦东·花木,数据分析专员, ,10000人以上,外商独资,1万-1.5万,本科, ,3-5年
30,数据分析,上海·浦东·金杨新村,销售经理、数据分析、储备店长、无责保障底薪8k,上海链家地产,10000人以上,民营,1.1万-2.2万,本科, ,经验不限
31,数据分析,上海·静安·石门二路,信息数据统计员, ,100-299人,民营,7千-8千,大专, ,经验不限
32,数据分析,上海·浦东·张江,"Senior Technical Supervisor, Medical Writing", ,1000-9999人,外商独资,面议,本科, ,1-3年
33,数据分析,上海·闵行·颛桥, ,今商科技(上海)有限公司,20-99人,外商独资,6千-8千,大专, ,1年以下
